project,commit_id,contains_bug,bug_probability,prediction,error_type,time_stamp,ns,nd,nf,entropy,la,ld,lt,is_fix,ndev,age,nuc,exp,rexp,sexp,htmlcss,strict,bdom,so,tc
material-ui,0bd86cb4e1e1a21d4f013cca35567b10f8291d58,True,0.3991981510378196,0,False Negative,1515287264,1,1,2,0.57938,11,1,280.0,1,12.0,4.41,43.0,1671,972.34,797.0,0.0,0.0,0.0,0.0,0.0
material-ui,7df08a09e1a9c8b8a20b82496a4118baf4d3f6fe,False,0.004820612410530602,0,True Negative,1515289579,1,2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,451,203.62,177.0,0.0,0.0,0.0,0.0,0.0
three.js,bb3c87168e4088c9512b93e16177be3f91ae1ddc,False,0.31906783815669404,0,True Negative,1515292086,1,1,1,0.0,14,5,2639.0,0,6.0,2.08,275.0,120,84.2,99.0,0.0,0.0,0.0,0.0,0.0
three.js,4e9fac62247674ca85bc21bb31d6dd87103c46f5,True,0.8309543889180081,1,True Positive,1515294179,1,3,3,0.0974788,732,567,346.67,0,14.0,13.47,63.33,121,85.2,100.0,0.0,0.0,0.0,0.0,0.0
three.js,193dacf829f5acb8273403c5e43c1b739bfa745f,False,0.31378969609482615,0,True Negative,1515295308,1,1,1,0.0,9,2,164.0,0,3.0,0.01,59.0,122,86.19,101.0,0.0,0.0,0.0,0.0,0.0
axios,7ee6ec5a84162e8dbc97a613829534a09cea7c94,False,0.0052884162275654255,0,True Negative,1515306643,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
axios,547f3f31fa289ab0c6e840340f0501954d8a76f1,False,0.0053133057219868374,0,True Negative,1515308633,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,962438a268f2d5e7a8e71908e981b62ce6afbe82,False,0.0007743465080744425,0,True Negative,1515322391,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1672,972.65,653.0,0.0,0.0,0.0,0.0,0.0
material-ui,cc1740ce49e4db151a64b602f3404620919e2863,False,0.0004274452046047675,0,True Negative,1515325694,1,1,2,0.6026100000000001,0,32,119.0,0,7.0,14.64,11.5,1673,973.58,798.0,0.0,0.0,0.0,0.0,1.0
react,301edeaac80f57b060791c39c9201bb5400f1cf0,False,0.001372851423646808,0,True Negative,1515325824,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,997,576.41,158.0,0.0,0.0,0.0,0.0,0.0
react,052a5f27f35f453ee33a075df81bddf9ced7300a,False,0.7641838808622667,1,False Positive,1515325919,2,2,2,0.201642,59,72,53.0,0,12.0,13.42,11.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
react,65aeb701955521551848a8a9cc8e9f279ef2e73c,True,0.6911227316889449,1,True Positive,1515325972,1,2,2,0.7868569999999999,19,19,1048.0,0,25.0,18.2,84.0,1,0.79,0.0,0.0,0.0,0.0,4.0,2.0
material-ui,2b21238da148135f1ba76c264448d5714b804f1b,False,0.0014122766187581713,0,True Negative,1515327184,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,452,204.49,178.0,0.0,0.0,0.0,0.0,0.0
material-ui,2d73b057cebf5ea2e9fcdc487686409ab25cd5f6,True,0.8104446394296952,1,True Positive,1515335704,2,4,6,0.298933,63,41,143.67,0,13.0,40.19,12.67,453,205.46,158.5,0.0,0.0,0.0,1.0,0.0
three.js,8e56415cc65d0e0d061e559e94b07006f8a2eaa0,False,0.23358918681560592,0,True Negative,1515339376,1,1,1,0.0,18,0,2639.0,0,6.0,2.62,275.0,316,179.58,223.0,0.0,0.0,0.0,0.0,0.0
serverless,4de092c092d6d43ca99ba35a27070b1de934636b,False,0.31819223813671327,0,True Negative,1515339443,1,1,2,0.382468,8,13,96.5,0,4.0,52.75,19.0,22,17.07,21.0,0.0,0.0,0.0,0.0,0.0
three.js,e77dee8c99508d91cd84ff8405098bce1694ddff,False,0.3800040019864153,0,True Negative,1515341226,1,1,1,0.0,29,6,2657.0,0,7.0,0.02,276.0,317,180.57,224.0,0.0,0.0,0.0,8.0,0.0
serverless,a9b82e538cc29063f6c0ba9a944627af54fdd127,False,0.5367101192395001,1,False Positive,1515342594,2,3,2,0.310917,20,0,245.5,0,5.0,13.64,63.5,23,18.07,11.0,0.0,0.0,0.0,0.0,0.0
serverless,1aee4b82404cc04cb47ff7cdd624a53ffd3af7fb,False,0.5356642939146044,1,False Positive,1515342618,1,1,1,0.0,67,4,112.0,0,4.0,0.04,26.0,24,19.07,23.0,0.0,0.0,0.0,0.0,0.0
serverless,c7200181255815191295ad15cb416ae83d2edffd,False,0.16161855347435095,0,True Negative,1515343123,1,1,1,0.0,1,1,175.0,0,4.0,0.01,27.0,25,20.07,24.0,0.0,0.0,0.0,0.0,0.0
material-ui,964535afbd2c505b2b69ba8d265ce4ca72aee7b0,False,0.001489328598969119,0,True Negative,1515352164,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1674,974.05,50.0,0.0,0.0,0.0,0.0,0.0
react,08c86dd76b8cdde2805c72a7609cc0b0c264a71e,True,0.5767708031961056,1,True Positive,1515356105,1,2,2,0.0401245,63,1,540.5,0,17.0,31.91,97.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webpack,a266d2c442578501d0b9c864d7ae1caad2feb9d9,True,0.679296225536918,1,True Positive,1515358363,2,2,1,0.0,138,28,38.0,0,1.0,9.85,2.0,3,2.65,2.5,0.0,0.0,0.0,0.0,0.0
webpack,3211074538becccc1b88a00e6bb0a627ed82fe69,True,0.7035720725268723,1,True Positive,1515358363,2,2,1,0.0,138,28,38.0,0,2.0,9.85,2.0,4,3.65,3.5,0.0,0.0,0.0,0.0,0.0
three.js,53109a7a963db3f524c4272801c5f4d46f3ee9b5,False,0.12942690286868186,0,True Negative,1515358974,1,1,1,0.0,1,1,2648.0,0,7.0,0.77,276.0,123,87.06,102.0,0.0,0.0,0.0,0.0,0.0
babel,a19349a22a0c7ca04b2ee0d3c26d46fd39e88e34,False,0.00773104682242604,0,True Negative,1515361867,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,551,311.23,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,d7013d633514654d20eaaedc347063ed236a5ce1,True,0.5952221168505308,1,True Positive,1515363855,1,4,5,0.387374,197,0,0.0,0,0.0,0.0,0.0,1675,974.82,51.0,0.0,0.0,1.0,0.0,0.0
webpack,e86d6e73f01bf8fcdefda1a97e41016eb6fb006e,True,0.20676149683718792,0,False Negative,1515363990,1,1,1,0.0,3,1,226.0,0,2.0,0.07,3.0,6,5.65,6.0,0.0,0.0,0.0,0.0,0.0
webpack,d874c2839203d00d09f81524e87e074b49a15775,True,0.20676149683718792,0,False Negative,1515363990,1,1,1,0.0,3,1,226.0,0,2.0,0.07,3.0,5,4.65,5.0,0.0,0.0,0.0,0.0,0.0
webpack,7eb3717779728edf4ecc2e09a72cb00e75cabb3d,False,0.005486416873124351,0,True Negative,1515364145,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,7,6.65,4.0,0.0,0.0,0.0,0.0,0.0
webpack,dbeb141c0518a03dea312700d52e323c2f1eed8c,False,0.005486416873124351,0,True Negative,1515364145,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,8,7.65,5.0,0.0,0.0,0.0,0.0,0.0
webpack,2ce8c627c2e8aae047ea2643696836ae7fc58a1b,False,0.014384587978523645,0,True Negative,1515364335,2,2,1,0.0,0,1,76.0,0,2.0,0.0,4.0,10,9.65,7.5,0.0,0.0,0.0,0.0,0.0
webpack,e739dd17d4b58312dd4cd9187c5339fdb6935c6b,False,0.014384587978523645,0,True Negative,1515364335,2,2,1,0.0,0,1,76.0,0,2.0,0.0,4.0,9,8.65,6.5,0.0,0.0,0.0,0.0,0.0
Chart.js,ce27fe5ea6040523a61cef198ccc1e866d07ad82,True,0.9139729209562933,1,True Positive,1515364706,2,4,8,0.149496,448,431,334.25,0,22.0,84.21,33.88,158,82.99,78.0,0.0,2.0,0.0,14.0,0.0
webpack,3287008cd50eb558f0b2c326d3b33c3ce4541c7a,False,0.18978843478544707,0,True Negative,1515364775,1,1,1,0.0,1,0,227.0,1,2.0,0.01,5.0,11,10.65,9.0,0.0,0.0,0.0,0.0,0.0
webpack,60353800173536c2d779bee5de8ecb3ce272863c,False,0.18978843478544707,0,True Negative,1515364775,1,1,1,0.0,1,0,227.0,1,2.0,0.01,5.0,12,11.65,10.0,0.0,0.0,0.0,0.0,0.0
webpack,7cc14de827b46d50472648d676e2fbbfdda58f2f,False,0.7286259139616883,1,False Positive,1515364782,1,1,1,0.0,153,86,228.0,1,2.0,0.0,6.0,14,13.65,12.0,0.0,0.0,0.0,0.0,0.0
webpack,4b5e7db90635677ea9427055374d7e5bc41e6d01,False,0.7286259139616883,1,False Positive,1515364782,1,1,1,0.0,153,86,228.0,1,2.0,0.0,6.0,13,12.65,11.0,0.0,0.0,0.0,0.0,0.0
webpack,417044f0657b0c8f9355ae3f78aacf3ed77def33,True,0.6448978262428361,1,True Positive,1515367193,3,10,16,0.350006,156,0,42.75,0,8.0,1.08,18.38,3516,1568.7,689.6669999999997,0.0,1.0,0.0,6.0,3.0
babel,07e69c009b74798c88e0b36660c3aa04dbbf0dbe,True,0.37860440243919924,0,False Negative,1515367300,1,2,1,0.0,4,4,231.0,0,9.0,31.03,18.0,8,7.32,7.0,0.0,0.0,0.0,0.0,0.0
react,26185759e4f05025b1fdbe5e238a44aefe5669d4,False,0.0053133057219868374,0,True Negative,1515378444,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
three.js,20527db3b58a27a9c0119152ce9840cbbd2c04f6,True,0.6058658028262135,1,True Positive,1515378510,1,2,1,0.0,77,3,719.0,0,6.0,4.12,112.0,2,1.88,2.0,0.0,0.0,0.0,2.0,1.0
webpack,9ea557444e9ae1340e92388581b2c6e15d897873,False,0.009578227333740677,0,True Negative,1515380428,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,220,124.96,0.0,0.0,0.0,0.0,0.0,0.0
webpack,6b09b6c5dc2f32a6bb7e84d154c5904df6141b87,False,0.009578227333740677,0,True Negative,1515380689,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,221,125.96,0.0,0.0,0.0,0.0,0.0,0.0
three.js,3210f695383db12e5696c50727c3538de19a4d91,False,0.6040948642006696,1,False Positive,1515388866,1,1,1,0.0,71,14,3481.0,0,3.0,2.99,232.0,485,306.78,176.0,0.0,0.0,0.0,8.0,0.0
three.js,ccba1fd97c1aace8d1814af8ab79910637c88ea7,False,0.1752097183278574,0,True Negative,1515389885,1,1,1,0.0,2,3,3538.0,0,4.0,0.01,233.0,486,307.77,177.0,0.0,0.0,0.0,0.0,0.0
three.js,2d908be696642419780adfdecf0b7eda35f5b0bf,False,0.001123661044375406,0,True Negative,1515390166,1,1,1,0.0,0,1,3537.0,0,4.0,0.0,234.0,487,308.77,178.0,0.0,0.0,0.0,0.0,0.0
material-ui,28d15f0b19d0b38f9f2239393b73c7dedfd899a4,False,0.353573173646345,0,True Negative,1515407015,1,1,2,0.6167199999999999,20,0,247.0,0,4.0,0.83,19.5,1676,974.96,799.0,0.0,0.0,0.0,0.0,0.0
three.js,385559bf2a42d956f3a0bf0ac5015abb70f10ae6,True,0.7810488317351905,1,True Positive,1515407507,1,1,2,0.1607559999999999,164,103,331.0,0,7.0,46.06,20.5,632,388.29,331.0,0.0,0.0,0.0,0.0,0.0
Chart.js,fb3ea03440769a267880ba8721d14a3939792718,True,0.9416661914830847,1,True Positive,1515408539,2,4,11,0.2364079999999999,1316,1276,340.91,0,22.0,57.05,24.27,159,83.92,79.0,0.0,3.0,0.0,89.0,9.0
three.js,f960bf42a5b6c1accae46557dbdf4084debc032c,False,0.19220501942214124,0,True Negative,1515409343,1,1,1,0.0,1,1,3481.0,1,3.0,3.23,232.0,488,309.64,179.0,0.0,0.0,0.0,0.0,0.0
axios,d8cce2017d41d6fcdb83ff06d2b7f6d0bb370b20,False,0.0053133057219868374,0,True Negative,1515413716,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
serverless,407b0f06e6f466fb029ea4c619589a65e1c23401,False,0.3114238281277528,0,True Negative,1515420221,1,1,2,0.57938,3,3,133.5,0,5.0,0.9,21.0,26,21.03,25.0,0.0,0.0,0.0,0.0,0.0
webpack,a550a8cf628fd4c5cca83370edbc1007dbcfcf56,True,0.7538680280812728,1,True Positive,1515421914,2,3,5,0.391683,78,2,397.8,0,4.0,97.59,30.2,32,30.62,20.0,0.0,1.0,0.0,1.0,4.0
react,2f5d455e44343aaf4a6a079e34b0e2bf569088b5,False,0.8695620730908084,1,False Positive,1515425784,1,4,6,0.1164359999999999,76,229,377.17,0,58.0,27.0,45.0,20,12.27,4.0,0.0,0.0,0.0,17.0,0.0
parcel,22c0e149057c2ee49ab2b0f997429d29553b5fa5,False,0.004933660153260926,0,True Negative,1515427148,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,2,1.85,1.0,0.0,0.0,0.0,0.0,0.0
parcel,9143f4b1ef601aeaa11f4d2cb2d6094285378807,False,0.005249914626221181,0,True Negative,1515427148,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,3,2.85,0.0,0.0,0.0,0.0,0.0,0.0
babel,7c99f4653fd198e2fd6e3febe1865b56c7f82245,False,0.00246910361930918,0,True Negative,1515427334,3,137,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1044,524.66,265.66700000000003,0.0,0.0,0.0,0.0,0.0
webpack,efc17ff0fac6516770c4349e9aa71fd9e559f95b,False,0.022447205312004052,0,True Negative,1515427563,2,2,0,0.0,0,0,0.0,0,0.0,0.0,0.0,33,31.62,1.5,0.0,0.0,0.0,0.0,0.0
axios,6e605016f03c59b5e0c9d2855deb3c5e6ec5bbfc,False,0.00745577670703806,0,True Negative,1515428993,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,165,84.76,0.0,0.0,0.0,0.0,0.0,0.0
jquery,50b94f47d2b4b40f7b9181e42e83e848efb4c4c9,False,0.3177377264021418,0,True Negative,1515430514,1,1,1,0.0,4,4,3122.0,1,48.0,27.96,363.0,39,24.52,12.0,0.0,0.0,0.0,0.0,0.0
babel,b1bf7798abe6a44ee98579698814c6da174946d6,False,0.019978482124861276,0,True Negative,1515431149,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,1045,525.63,446.0,0.0,0.0,0.0,0.0,0.0
parcel,b8e897341e942b04967a1d44f462375292d5b990,False,0.4124405484348141,1,False Positive,1515432206,1,1,1,0.0,33,3,79.0,0,4.0,18.5,10.0,447,368.39,143.0,0.0,0.0,0.0,0.0,0.0
parcel,a253e87c95386ec8514ba7691a27d5bcaa928c24,False,0.4124405484348141,1,False Positive,1515432206,1,1,1,0.0,33,3,79.0,0,4.0,18.5,10.0,446,367.39,179.0,0.0,0.0,0.0,0.0,0.0
yarn,35a186e4f36a9344823a1041f6745c93b36c1fb5,False,0.0053133057219868374,0,True Negative,1515433665,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
yarn,8be4eef75414db89875f5c64b71cf06783b4507a,False,0.2978065160235854,0,True Negative,1515437064,1,1,1,0.0,4,5,88.0,1,14.0,114.35,61.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
material-ui,89b104cb367ed5c905a0d3bcae80dde85ade40f0,False,0.7027341002915803,1,False Positive,1515440417,2,3,3,0.260973,44,1,493.33,0,22.0,14.02,42.0,7,6.65,4.5,0.0,0.0,0.0,1.0,1.0
material-ui,830fb324aecbb90fdb6b369fc096a39dbf8f40de,False,0.36817682901223836,0,True Negative,1515440616,1,1,1,0.0,6,4,432.0,0,9.0,156.42,69.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
three.js,3d3343d9c147816c6f17814befb81e7a3d27691a,False,0.24185142095156653,0,True Negative,1515440618,1,1,1,0.0,2,4,893.0,0,8.0,34.37,201.0,305,128.03,192.0,0.0,0.0,0.0,0.0,0.0
three.js,76e0ef80804c98caee5f1a1815aa40f001f66e9f,True,0.8329801548748834,1,True Positive,1515441584,1,7,55,0.6005739999999999,1521,387,82.75,0,5.0,446.34,1.76,130,54.36,122.0,0.0,0.0,0.0,34.0,5.0
three.js,cc5ffd815614110f9c9a17e6423bae97e55b9a91,True,0.7771933716097857,1,True Positive,1515441610,1,2,5,0.446601,707,270,700.0,0,4.0,116.58,12.6,131,55.36,123.0,0.0,0.0,0.0,0.0,0.0
three.js,66718b9ec391d192a2dd1cd4bc0efef600c008e8,False,0.20495138003014837,0,True Negative,1515441728,1,1,1,0.0,1,0,397.0,0,12.0,2.08,136.0,132,56.36,124.0,0.0,0.0,0.0,0.0,0.0
three.js,79b4bacdbb5268f0e7425d44c488d26cf92eaa50,True,0.5889126705110805,1,True Positive,1515441818,1,1,1,0.0,587,0,0.0,0,0.0,0.0,0.0,133,57.36,125.0,0.0,0.0,0.0,25.0,2.0
Ghost,a1393762f63a83e9e6f22538c6b7a9d1c996e915,False,0.4658119085102909,1,False Positive,1515442336,1,1,1,0.0,19,4,4.0,0,1.0,28.03,1.0,661,411.93,488.0,0.0,1.0,0.0,0.0,0.0
three.js,17804435bb1b21f91ad1780cfcf97297e6fc56a2,False,0.30308697751515906,0,True Negative,1515444758,1,1,1,0.0,5,5,171.0,0,3.0,1.73,60.0,53,40.49,40.0,0.0,0.0,0.0,0.0,0.0
yarn,bf23687088f1053bb55c6b0587edfb0cdd73f6ae,False,0.42339839404726126,1,False Positive,1515444939,1,2,2,1.0,5,1,573.5,1,100.0,55.75,119.0,3,2.9,3.0,0.0,0.0,0.0,0.0,0.0
babel,74682f33bc34ffe4c02913abd4218301e6224845,True,0.7060976728861437,1,True Positive,1515446967,1,3,3,0.8453729999999999,36,0,666.33,0,7.0,6.09,5.67,1,0.95,1.0,0.0,0.0,0.0,0.0,0.0
three.js,bf91079e99754ce699edba9309e17c43c88e1fa2,False,0.0009936418736791381,0,True Negative,1515449716,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,11507,3721.41,0.0,0.0,0.0,0.0,0.0,0.0
yarn,fb6511c96057d999420a0c4b4e5e6efbe3f99932,False,0.0053133057219868374,0,True Negative,1515449756,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
three.js,c9c68e76ebdb095afb65f3c620159c14febc06f5,False,0.0009936418736791381,0,True Negative,1515450367,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,11508,3722.38,0.0,0.0,0.0,0.0,0.0,0.0
parcel,89029de7dfc5faa43837dd47c234bdb49395b23e,False,0.004672029271307389,0,True Negative,1515450938,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,38,36.17,16.0,0.0,0.0,0.0,0.0,0.0
parcel,5572e881dcc6b2a9c7a9c99c7b807416788fdb1c,False,0.004672029271307389,0,True Negative,1515450938,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,39,37.17,17.0,0.0,0.0,0.0,0.0,0.0
three.js,345f9cc287c2a5d5e3c4ac96a4f3cebc6779dfa4,False,0.7203661224591971,1,False Positive,1515452256,1,1,1,0.0,138,142,891.0,0,9.0,0.13,202.0,306,129.0,193.0,0.0,0.0,0.0,60.0,0.0
three.js,d483a85c4f7460240ac9c6a3472f8314570df0aa,False,0.0009936418736791381,0,True Negative,1515453893,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,11509,3723.2,0.0,0.0,0.0,0.0,0.0,0.0
three.js,ecd4515d60c2d1d39e070d5a83ad9592e435084e,False,0.0009936418736791381,0,True Negative,1515454338,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,11510,3724.17,0.0,0.0,0.0,0.0,0.0,0.0
three.js,3feae45660061310266e9df80ba35785a17e93b7,False,0.0009936418736791381,0,True Negative,1515454414,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,11511,3725.17,0.0,0.0,0.0,0.0,0.0,0.0
three.js,0f110a284ff8d9c2694c8d630085289d4605aad2,False,0.0009936418736791381,0,True Negative,1515454466,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,11512,3726.17,0.0,0.0,0.0,0.0,0.0,0.0
three.js,da62daeeda70414d5d03f14a3efcb47319a7418f,False,0.0009936418736791381,0,True Negative,1515455020,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,11513,3727.14,0.0,0.0,0.0,0.0,0.0,0.0
three.js,fce3d8d1f821c8fc712f0d9991ec66c17ebbd585,False,0.0009936418736791381,0,True Negative,1515455200,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,11514,3728.13,0.0,0.0,0.0,0.0,0.0,0.0
three.js,100b29faa9b12af0f87d13983ff3186d273d3815,False,0.0009936418736791381,0,True Negative,1515455265,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,11515,3729.12,0.0,0.0,0.0,0.0,0.0,0.0
three.js,b5d6ed3dfab8e395d6f804405ee85f78514c02d4,False,0.03602754644206101,0,True Negative,1515456732,1,2,1,0.0,1,1,176.0,0,3.0,3.05,29.0,11516,3730.05,2553.0,0.0,0.0,0.0,0.0,0.0
material-ui,84c9bca5c69bd9e36daf8bfda1f83f441ed2696e,False,0.0017657840313276445,0,True Negative,1515463624,1,1,1,0.0,0,8,339.0,1,10.0,37.92,151.0,1,0.94,1.0,0.0,0.0,0.0,2.0,0.0
react,13c5e2b53112c1cd77dd52e028a4bb33dc492d1b,True,0.5908168782596385,1,True Positive,1515466202,1,10,14,0.605171,9,37,485.57,0,43.0,31.5,32.79,145,85.18,13.0,0.0,0.0,0.0,0.0,1.0
webpack,284a038115b939bd09366442b3b545a0db8cfdb1,True,0.6557746288121649,1,True Positive,1515467008,2,2,1,0.0,93,29,98.0,0,1.0,1.18,7.0,15,14.6,10.5,0.0,0.0,0.0,0.0,0.0
webpack,c6c9314e108f81c6101590969a9e5d94eedb16d9,False,0.6683361172421568,1,False Positive,1515467008,2,2,1,0.0,93,29,98.0,0,2.0,1.18,7.0,16,15.6,11.5,0.0,0.0,0.0,0.0,0.0
serverless,4b4b3e29813a991a602314c46a3eda92c15b9969,False,0.009131372051461736,0,True Negative,1515473321,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,224,160.52,0.0,0.0,0.0,0.0,0.0,0.0
babel,63157159ab3424b3681b624323c20f86a868d992,False,0.44208226239356585,1,False Positive,1515475442,1,2,3,0.564475,9,3,78.67,0,8.0,70.33,7.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
babel,e9ed687666fc0389a59e3f2ae45c6a2a6ca19b8b,False,0.4097077998762998,1,False Positive,1515476332,1,2,3,0.353759,7,1,20.33,0,5.0,23.11,6.67,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
webpack,a08c19e153dafa9aca59234edd460f81ad1d5c97,False,0.009578227333740677,0,True Negative,1515476404,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,222,126.72,0.0,0.0,0.0,0.0,0.0,0.0
webpack,92caa2afe700fc471ff75cc8429dea892ea71fe9,False,0.009578227333740677,0,True Negative,1515476460,0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,223,127.72,0.0,0.0,0.0,0.0,0.0,0.0
babel,0a9f136d5f21a4b5a9e02144570ef472a313ce9f,False,0.7237352512664779,1,False Positive,1515476945,1,11,9,0.667161,23,0,11.0,1,3.0,7.02,1.56,12,8.22,11.0,0.0,0.0,0.0,0.0,0.0
parcel,504cfa3e30cf3b68e279bd9b2ac65296b267212d,True,0.644058891874165,1,True Positive,1515477018,1,3,8,0.749188,21,14,79.25,0,11.0,13.92,9.75,448,368.95,180.0,0.0,0.0,0.0,0.0,0.0
parcel,3541e3efcd6533e1b8041971c1d5136a1644a6de,True,0.5547915151311195,1,True Positive,1515477018,1,3,8,0.749188,21,14,79.25,0,11.0,13.92,9.75,449,369.95,144.0,0.0,0.0,0.0,0.0,0.0
material-ui,0f6464b5288ef03853d2e7e66e680c5eab11a1f1,False,0.0052884162275654255,0,True Negative,1515481469,1,1,0,0.0,0,0,0.0,1,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
parcel,42af91f88bcabadb897ae854278f7786001eb0f3,True,0.6074239114356093,1,True Positive,1515481545,1,3,5,0.424934,20,2,187.8,0,15.0,3.86,23.2,450,370.91,181.0,0.0,0.0,0.0,1.0,0.0
parcel,727d8107f69815f51f2cd4c5f57f431dbaac3491,False,0.6074239114356093,1,False Positive,1515481545,1,3,5,0.424934,20,2,187.8,0,15.0,3.86,23.2,451,371.91,145.0,0.0,0.0,0.0,1.0,0.0
babel,9fe30b98a1955c5bb12a87a396f892591a324faf,False,0.31229648036845115,0,True Negative,1515483453,1,2,3,0.484196,2,4,284.0,0,17.0,65.35,91.33,47,37.26,27.0,0.0,0.0,0.0,0.0,0.0
webpack,b34663cb2db5c4ad7222adda393bed287fa5d0ee,True,0.7826977665834279,1,True Positive,1515487230,3,5,8,0.280327,105,17,294.38,1,5.0,12.57,38.62,3517,1566.25,690.6669999999997,0.0,0.0,0.0,7.0,5.0
babel,ce420ba51c68591e057696ef43e028f41c6e04cd,False,0.545259236385225,1,False Positive,1515487325,1,2,2,0.0824584,48,1,28.5,1,5.0,105.3,5.0,1,0.32,1.0,0.0,0.0,0.0,13.0,0.0
webpack,c9ff97fa7eb37477d47c8e86c888610bab68cc87,False,0.857665786158427,1,False Positive,1515490508,2,3,6,0.186326,235,3,341.5,0,6.0,11.57,26.33,34,32.56,21.0,0.0,2.0,0.0,4.0,0.0
babel,0f42accb87d5e14dfc6f5126f9b87313a9e97969,True,0.9437598964999679,1,True Positive,1515491775,2,5093,6675,0.683513,20142,0,2.15,0,165.0,90.73,0.17,9,8.29,4.0,0.0,840.0,6.0,721.0,567.0
webpack,2bedd37bd580f8fb0ae336832be6c9e74d871db6,False,0.003779470138957122,0,True Negative,1515493903,1,1,0,0.0,0,0,0.0,0,0.0,0.0,0.0,35,33.55,4.0,0.0,0.0,0.0,0.0,0.0
material-ui,1cb6bdd9c71f38e079b9bc2dbf4832489a874d6c,True,0.30952170918745125,0,False Negative,1515494267,2,2,1,0.0,11,2,32.0,0,3.0,26.46,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ghost,c3b0219d7020dd4a1db4c7f802c6651b900c0b65,True,0.20555301583516508,0,False Negative,1515494641,1,1,1,0.0,7,6,39.0,1,2.0,279.78,5.0,1,0.98,1.0,0.0,0.0,0.0,0.0,0.0
react,77f96ed9c389e4d07efa1da79d7d59951d37d5f1,False,0.04502906634009575,0,True Negative,1515496509,2,4,0,0.0,0,0,0.0,1,0.0,0.0,0.0,2,1.88,0.0,0.0,0.0,0.0,0.0,0.0
Ghost,b99d3bc70aa5b2656955a952dbe46058216d6855,False,0.3563404319145947,0,True Negative,1515497708,1,1,1,0.0,6,7,40.0,1,3.0,0.04,6.0,55,40.27,24.0,0.0,0.0,0.0,0.0,0.0
Ghost,430973b85b75a99218554d862f494a01850ee734,False,0.2206437191604395,0,True Negative,1515498100,1,1,1,0.0,1,0,39.0,1,4.0,0.0,7.0,56,41.27,25.0,0.0,0.0,0.0,0.0,0.0
Ghost,dcb2aa9ad4680c4477d042a9e66f470d8bcbae0f,True,0.23909008098669396,0,False Negative,1515500769,1,1,2,1.0,2,2,456.0,0,8.0,25.98,40.5,662,412.42,489.0,0.0,0.0,0.0,0.0,0.0
